value,trial_type
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
,same
