electrode,variable,value,frequency
O2,0,,1.0
PO4,0,,1.0
PO8,0,,1.0
P8,0,,1.0
P4,0,,1.0
P6,0,,1.0
P2,0,,1.0
P1,0,,1.0
P3,0,,1.0
P5,0,,1.0
P7,0,,1.0
PO7,0,,1.0
PO3,0,,1.0
O1,0,,1.0
Pz,0,,1.0
POz,0,,1.0
Oz,0,,1.0
Iz,0,,1.0
O2,1,1.1692824621755944,2.0
PO4,1,0.9214976514577335,2.0
PO8,1,2.6753681668960065,2.0
P8,1,1.926813432456971,2.0
P4,1,1.0817316186732557,2.0
P6,1,1.0798419041806002,2.0
P2,1,0.12543312958342348,2.0
P1,1,0.10024726683909845,2.0
P3,1,0.8709964326356588,2.0
P5,1,0.9694992862248698,2.0
P7,1,1.1530508998451394,2.0
PO7,1,0.9243721777932979,2.0
PO3,1,1.116640106861546,2.0
O1,1,0.536764514112009,2.0
Pz,1,0.7149050224351758,2.0
POz,1,4.2910191700248115,2.0
Oz,1,1.0315266220188548,2.0
Iz,1,1.4571699901647706,2.0
O2,2,0.45921275998715283,3.0
PO4,2,0.5391254037583342,3.0
PO8,2,0.038837484347860926,3.0
P8,2,0.2727817738410942,3.0
P4,2,2.523195572762149,3.0
P6,2,0.31213516450906786,3.0
P2,2,2.8148397772838476,3.0
P1,2,0.9543344557426828,3.0
P3,2,0.2693743721268145,3.0
P5,2,0.44909617605080104,3.0
P7,2,1.144944664573791,3.0
PO7,2,1.506715318071445,3.0
PO3,2,0.970581826547548,3.0
O1,2,0.6998759980970878,3.0
Pz,2,0.7688281225624685,3.0
POz,2,0.46498817683567234,3.0
Oz,2,1.4611397568380444,3.0
Iz,2,0.3953289738439074,3.0
O2,3,0.43774928157407217,4.0
PO4,3,0.7656432852525346,4.0
PO8,3,1.7605799268811635,4.0
P8,3,0.6675555869835691,4.0
P4,3,0.013634488373745063,4.0
P6,3,0.6188708138314034,4.0
P2,3,0.269609938275193,4.0
P1,3,0.9206667271232818,4.0
P3,3,0.8085476028999148,4.0
P5,3,0.2398737463138907,4.0
P7,3,0.3460173913732462,4.0
PO7,3,0.8995548363381113,4.0
PO3,3,0.4309231600426048,4.0
O1,3,0.7149148320184464,4.0
Pz,3,0.3131815879305727,4.0
POz,3,0.5496430521804864,4.0
Oz,3,0.99064448855982,4.0
Iz,3,1.4850934875250394,4.0
O2,4,1.4150596996682907,5.0
PO4,4,0.9410191978753844,5.0
PO8,4,1.0398998357905718,5.0
P8,4,1.3613119733556989,5.0
P4,4,33.757026123684234,5.0
P6,4,1.4527710809182814,5.0
P2,4,0.23074960650422174,5.0
P1,4,0.15970196019458768,5.0
P3,4,0.742177786934847,5.0
P5,4,0.8734014041074059,5.0
P7,4,1.1142866720464075,5.0
PO7,4,0.671880099789856,5.0
PO3,4,0.6079518854769854,5.0
O1,4,0.7292772007586283,5.0
Pz,4,1.0120669158089315,5.0
POz,4,1.4315275162759338,5.0
Oz,4,0.9094463227759548,5.0
Iz,4,0.6704415298001462,5.0
O2,5,1.0365341793332288,6.0
PO4,5,1.0619860057209332,6.0
PO8,5,0.3473530747598225,6.0
P8,5,0.6427923668043666,6.0
P4,5,0.058155439107550756,6.0
P6,5,0.6994018667132952,6.0
P2,5,4.112655277853092,6.0
P1,5,2.1009624310166597,6.0
P3,5,1.40518501153502,6.0
P5,5,0.896589659764672,6.0
P7,5,0.8084347694253531,6.0
PO7,5,0.9902329706867958,6.0
PO3,5,0.7520432487062885,6.0
O1,5,1.2858082261951855,6.0
Pz,5,1.6431366092479154,6.0
POz,5,1.064028257593124,6.0
Oz,5,0.8601965286879031,6.0
Iz,5,0.42060177228503537,6.0
O2,6,1.0261079076835051,7.0
PO4,6,1.1744255029271204,7.0
PO8,6,1.3076758746250061,7.0
P8,6,1.5030963768321008,7.0
P4,6,0.030659016100818264,7.0
P6,6,1.4165854901648434,7.0
P2,6,0.6627883954517803,7.0
P1,6,1.501121868220945,7.0
P3,6,1.4442523218924452,7.0
P5,6,1.6767769587495311,7.0
P7,6,1.3608295247656428,7.0
PO7,6,0.9588195448990098,7.0
PO3,6,1.63579032724626,7.0
O1,6,1.2402324273865093,7.0
Pz,6,0.9189765097855317,7.0
POz,6,0.7396609277459811,7.0
Oz,6,0.587182591005119,7.0
Iz,6,1.4795495373088758,7.0
O2,7,1.1998374185887861,8.0
PO4,7,1.0020846874173794,8.0
PO8,7,2.0367788205238826,8.0
P8,7,1.0442034668771498,8.0
P4,7,12.179949979541128,8.0
P6,7,0.9442983087899907,8.0
P2,7,0.03399517323724234,8.0
P1,7,0.2491191205066535,8.0
P3,7,0.5266561107760449,8.0
P5,7,1.0564339122462516,8.0
P7,7,1.2238443387029645,8.0
PO7,7,1.4625321415571646,8.0
PO3,7,1.1578434012470507,8.0
O1,7,0.8112062658508373,8.0
Pz,7,0.7300695296548835,8.0
POz,7,1.3741231033502463,8.0
Oz,7,2.357610693381073,8.0
Iz,7,1.2063320220246998,8.0
O2,8,0.824752568979737,9.0
PO4,8,0.7417473572793134,9.0
PO8,8,0.36533998832939935,9.0
P8,8,0.8697532027616682,9.0
P4,8,0.1265486730386874,9.0
P6,8,1.2715250485726295,9.0
P2,8,1.0580848316638076,9.0
P1,8,0.7219379976126286,9.0
P3,8,0.4684136326547707,9.0
P5,8,0.36028143616399727,9.0
P7,8,0.8095399505918436,9.0
PO7,8,1.0298570622175667,9.0
PO3,8,0.612061108197784,9.0
O1,8,1.208196052687422,9.0
Pz,8,1.371971275882531,9.0
POz,8,0.9896803967415442,9.0
Oz,8,0.6594168675822096,9.0
Iz,8,1.1851275724649282,9.0
O2,9,0.05976165806827397,10.0
PO4,9,0.06541632428589976,10.0
PO8,9,0.2695044058500127,10.0
P8,9,0.3535606730682597,10.0
P4,9,1.041886765969509,10.0
P6,9,0.269083124048986,10.0
P2,9,0.5886213476500276,10.0
P1,9,0.5255128687929662,10.0
P3,9,0.3315043994712887,10.0
P5,9,0.4748710502714505,10.0
P7,9,0.1150761938027859,10.0
PO7,9,0.017017418003273364,10.0
PO3,9,0.22481234345953763,10.0
O1,9,0.15879176941770343,10.0
Pz,9,0.5624414941319991,10.0
POz,9,0.4694062176544396,10.0
Oz,9,0.4703419676930118,10.0
Iz,9,0.22953121457158057,10.0
O2,10,1.2049318667727287,11.0
PO4,10,2.4176211044340357,11.0
PO8,10,3.1549124096322227,11.0
P8,10,2.6205850428916344,11.0
P4,10,1.67478314288474,11.0
P6,10,1.4503485967281573,11.0
P2,10,1.6681973392806377,11.0
P1,10,2.5296930712617463,11.0
P3,10,1.7582813940439712,11.0
P5,10,1.9921776881340838,11.0
P7,10,3.790289707004201,11.0
PO7,10,17.475300209944578,11.0
PO3,10,2.191335040623242,11.0
O1,10,1.3987445336480506,11.0
Pz,10,0.7005575480136994,11.0
POz,10,0.19378009990196385,11.0
Oz,10,0.20569287099993985,11.0
Iz,10,0.5055333019794814,11.0
O2,11,2.6845085921204745,12.0
PO4,11,1.3230001416432977,12.0
PO8,11,0.9239669541686669,12.0
P8,11,0.9572972568623774,12.0
P4,11,1.0880086228705554,12.0
P6,11,2.0280087984810566,12.0
P2,11,1.4420380212775916,12.0
P1,11,0.8989282351588731,12.0
P3,11,1.8293386804868794,12.0
P5,11,1.2034723700044716,12.0
P7,11,0.6343192655283953,12.0
PO7,11,0.09210512790669471,12.0
PO3,11,1.1068837221761978,12.0
O1,11,2.1354678669504046,12.0
Pz,11,2.1602446898628984,12.0
POz,11,4.585117238935495,12.0
Oz,11,0.5899323001044906,12.0
Iz,11,3.0063430458281046,12.0
O2,12,0.20812160534194035,13.0
PO4,12,0.38142758422515494,13.0
PO8,12,0.0412229303388874,13.0
P8,12,0.0009080246061108925,13.0
P4,12,0.5426427246000646,13.0
P6,12,0.11664809387028738,13.0
P2,12,0.37487123662739785,13.0
P1,12,0.3067488508812215,13.0
P3,12,0.08349456743689923,13.0
P5,12,0.297745430438556,13.0
P7,12,0.4058392435559581,13.0
PO7,12,4.9694609497575,13.0
PO3,12,0.6499337173546615,13.0
O1,12,0.2662324014516609,13.0
Pz,12,0.758475497924763,13.0
POz,12,0.5456982648091271,13.0
Oz,12,2.3552453786990237,13.0
Iz,12,0.667185776608926,13.0
O2,13,0.22118114943119194,14.0
PO4,13,0.4006340372872124,14.0
PO8,13,0.3443184469335736,14.0
P8,13,0.581414676123804,14.0
P4,13,0.1027219133258262,14.0
P6,13,0.20771666059244528,14.0
P2,13,0.5476181217679811,14.0
P1,13,0.15397703219366682,14.0
P3,13,0.19820961886745764,14.0
P5,13,0.9382682950637079,14.0
P7,13,1.4433906047554104,14.0
PO7,13,0.40464269089166305,14.0
PO3,13,0.7183084289185873,14.0
O1,13,0.05457507621448396,14.0
Pz,13,0.687097336730165,14.0
POz,13,1.0950085827691731,14.0
Oz,13,0.7700995499229801,14.0
Iz,13,0.14071192916435246,14.0
O2,14,0.9320390086651117,15.0
PO4,14,4.6796235388341785,15.0
PO8,14,4.851982944581958,15.0
P8,14,0.3138049698146016,15.0
P4,14,2.5009340233591613,15.0
P6,14,0.5178091162326794,15.0
P2,14,1.846083123673767,15.0
P1,14,2.403740205853864,15.0
P3,14,3.1880915309511413,15.0
P5,14,2.426493906354598,15.0
