,Time,value
0,-1.0,1.2870872392375143
1,-0.9979166666666667,0.23208520652815112
2,-0.9958333333333333,-1.0530448887525177
3,-0.99375,-1.4425485403980405
4,-0.9916666666666667,-0.6150044601675281
5,-0.9895833333333334,0.6243028380296985
6,-0.9875,1.1413187380095644
7,-0.9854166666666667,0.5846362823199457
8,-0.9833333333333333,-0.31689363292518197
9,-0.98125,-0.5990069529093526
10,-0.9791666666666666,-0.09893730802964501
11,-0.9770833333333333,0.42117966397889395
12,-0.975,0.20870270066697574
13,-0.9729166666666667,-0.5653019425536954
14,-0.9708333333333333,-0.939941988428346
15,-0.96875,-0.25433411270315937
16,-0.9666666666666667,1.0031553911058082
17,-0.9645833333333333,1.5778173896934342
18,-0.9625,0.7255620550428505
19,-0.9604166666666667,-0.9383278921842347
20,-0.9583333333333334,-1.928706791938731
21,-0.95625,-1.3034052315607354
22,-0.9541666666666667,0.4295642315822096
23,-0.9520833333333333,1.7686806600872154
24,-0.95,1.6126305423716636
25,-0.9479166666666666,0.2037214324327354
26,-0.9458333333333333,-1.1914604214207738
27,-0.94375,-1.4668367859115108
28,-0.9416666666666667,-0.5904463225160245
29,-0.9395833333333333,0.5416722343401359
30,-0.9375,0.9971273395866577
31,-0.9354166666666667,0.5852397720137603
32,-0.9333333333333333,-0.14558969191474808
33,-0.93125,-0.521959617369747
34,-0.9291666666666667,-0.32840505155051064
35,-0.9270833333333334,0.10765563910375048
36,-0.925,0.31406326149491093
37,-0.9229166666666666,0.10955496835736711
38,-0.9208333333333334,-0.2681569597464324
39,-0.91875,-0.40992375757712557
40,-0.9166666666666666,-0.12704720528913466
41,-0.9145833333333333,0.3698578972125317
42,-0.9125,0.6306538391199678
43,-0.9104166666666667,0.3652179070498951
44,-0.9083333333333333,-0.26739786382136543
45,-0.90625,-0.7445974064361683
46,-0.9041666666666667,-0.6296732268808638
47,-0.9020833333333333,0.015109662795446732
48,-0.9,0.6492851913663417
49,-0.8979166666666667,0.7326051890934838
50,-0.8958333333333334,0.21713793835674042
51,-0.89375,-0.4137845646802475
52,-0.8916666666666666,-0.6171178013645395
53,-0.8895833333333334,-0.2909601122615333
54,-0.8875,0.1839004971677011
55,-0.8854166666666666,0.3747033496347644
56,-0.8833333333333333,0.21000345534093676
57,-0.88125,-0.04532623978047441
58,-0.8791666666666667,-0.13617016024894368
59,-0.8770833333333333,-0.07040526606540279
60,-0.875,-0.012334786274733896
61,-0.8729166666666667,-0.030762553079081156
62,-0.8708333333333333,-0.031937194406815556
63,-0.86875,0.05967594373697611
64,-0.8666666666666667,0.15109373699429346
65,-0.8645833333333334,0.08369835542962925
66,-0.8625,-0.12401322807164897
67,-0.8604166666666666,-0.24803235843570393
68,-0.8583333333333334,-0.11749926850636297
69,-0.85625,0.16492295504846735
70,-0.8541666666666666,0.31026361758601445
71,-0.8520833333333333,0.16645010498023807
72,-0.85,-0.11761955488339099
73,-0.8479166666666667,-0.2679481788440162
74,-0.8458333333333333,-0.17942792584429643
75,-0.84375,-0.0006314983057537089
76,-0.8416666666666667,0.08769989892264547
77,-0.8395833333333333,0.08521942337636693
78,-0.8375,0.1117154928583225
79,-0.8354166666666667,0.17766201109264196
80,-0.8333333333333334,0.14137404104669155
81,-0.83125,-0.09258872197881639
82,-0.8291666666666666,-0.3757453422832111
83,-0.8270833333333334,-0.4144818925719326
84,-0.825,-0.08939615636030242
85,-0.8229166666666666,0.3728060721123515
86,-0.8208333333333333,0.5811237270119702
87,-0.81875,0.3473074711655065
88,-0.8166666666666667,-0.13608607747498655
89,-0.8145833333333333,-0.49950303309185995
90,-0.8125,-0.5143700203313952
91,-0.8104166666666667,-0.22170860252554314
92,-0.8083333333333333,0.17238219495784948
93,-0.80625,0.4613247420031037
94,-0.8041666666666667,0.5132597393958039
95,-0.8020833333333334,0.2738807284105088
96,-0.8,-0.1804378565065739
97,-0.7979166666666666,-0.5924751096535144
98,-0.7958333333333334,-0.6375785789934449
99,-0.79375,-0.20013919822421833
100,-0.7916666666666666,0.4490569540107629
101,-0.7895833333333333,0.7944990045347013
102,-0.7875,0.5171624456774758
103,-0.7854166666666667,-0.1877319111112327
104,-0.7833333333333333,-0.7345580258475327
105,-0.78125,-0.6618216416173297
106,-0.7791666666666667,-0.04654966118363546
107,-0.7770833333333333,0.5643788267714207
108,-0.775,0.6491220476821593
109,-0.7729166666666667,0.1782452870482361
110,-0.7708333333333334,-0.3927840285144655
111,-0.76875,-0.5602818911054541
112,-0.7666666666666666,-0.22317230100600816
113,-0.7645833333333334,0.2662783040635811
114,-0.7625,0.4697516708353606
115,-0.7604166666666666,0.25459063863672193
116,-0.7583333333333333,-0.1446298835190524
117,-0.75625,-0.3871971980478621
118,-0.7541666666666667,-0.3109261800542049
119,-0.7520833333333333,-0.019109155741220962
120,-0.75,0.2633581662849447
121,-0.7479166666666667,0.3654549238920103
122,-0.7458333333333333,0.23272311403363602
123,-0.74375,-0.06233931860951297
124,-0.7416666666666667,-0.3510662707504758
125,-0.7395833333333333,-0.4259101881123796
126,-0.7375,-0.18289513306694172
127,-0.7354166666666666,0.2378458004046135
128,-0.7333333333333334,0.5057475045108154
129,-0.73125,0.3753789090140429
130,-0.7291666666666667,-0.06334139795342558
131,-0.7270833333333333,-0.4298204885286695
132,-0.725,-0.4113686669936102
133,-0.7229166666666667,-0.07156643331624656
134,-0.7208333333333333,0.23827598415311824
135,-0.71875,0.2604762121628277
136,-0.7166666666666667,0.0810666840178656
137,-0.7145833333333333,-0.028194731073619278
138,-0.7125,0.022171076394700395
139,-0.7104166666666667,0.04933265033363471
140,-0.7083333333333333,-0.11452741053753593
141,-0.70625,-0.3292077575433525
142,-0.7041666666666666,-0.26619341056697443
143,-0.7020833333333334,0.16404658589171847
144,-0.7,0.5841191109333839
145,-0.6979166666666667,0.4966395948461788
146,-0.6958333333333333,-0.14282845710741787
147,-0.69375,-0.7640145680697372
148,-0.6916666666666667,-0.7035738226858066
149,-0.6895833333333333,0.07965304633406078
150,-0.6875,0.8842143621224947
151,-0.6854166666666667,0.9083230397361188
152,-0.6833333333333333,0.0504828969871816
153,-0.68125,-0.9381829282184306
154,-0.6791666666666667,-1.129391848481052
155,-0.6770833333333333,-0.2861455019304657
156,-0.675,0.8814845623777062
157,-0.6729166666666666,1.3371262745570058
158,-0.6708333333333334,0.640730089210765
159,-0.66875,-0.6502082259850281
