electrode,variable,value,frequency
PO4,43,1.5572177316629014,44.0
PO8,43,1.2608259153254715,44.0
P8,43,0.39525405786119217,44.0
P4,43,0.11052220360061708,44.0
P6,43,1.2110798099753164,44.0
P2,43,1.1189437847002581,44.0
P1,43,3.0671679076642313,44.0
P3,43,2.588626810494772,44.0
P5,43,3.0183392414591306,44.0
P7,43,0.23841495482498215,44.0
PO7,43,0.29646798479046316,44.0
PO3,43,0.7081845619076163,44.0
O1,43,0.6403915222239106,44.0
Pz,43,1.3003053654978436,44.0
POz,43,1.0211782878840903,44.0
Oz,43,0.565398577173082,44.0
Iz,43,0.1593930632148773,44.0
O2,44,0.1576843903572511,45.0
PO4,44,0.23013284814171234,45.0
PO8,44,2.1869696873201123,45.0
P8,44,1.8991203302800985,45.0
P4,44,1.7565461696726923,45.0
P6,44,1.2206553989937843,45.0
P2,44,0.41889672114590776,45.0
P1,44,0.0976939131341432,45.0
P3,44,0.5077703601417394,45.0
P5,44,0.5096735626341597,45.0
P7,44,4.676355129977255,45.0
PO7,44,1.5879285005931,45.0
PO3,44,0.5983628822524347,45.0
O1,44,0.32382736783752214,45.0
Pz,44,0.9312232364666218,45.0
POz,44,0.004238084590711726,45.0
Oz,44,5.856998133628379,45.0
Iz,44,0.30645562321672715,45.0
O2,45,0.6306039391789954,46.0
PO4,45,0.6277125362433053,46.0
PO8,45,0.26034640377884033,46.0
P8,45,0.715327207332851,46.0
P4,45,1.7719402797260733,46.0
P6,45,0.4848118812430741,46.0
P2,45,3.785227046969094,46.0
P1,45,4.1897603316984,46.0
P3,45,4.916056809035228,46.0
P5,45,3.480640037194512,46.0
P7,45,0.3837286358372612,46.0
PO7,45,1.335385111094132,46.0
PO3,45,4.538887913382945,46.0
O1,45,3.4682490313344045,46.0
Pz,45,1.2155248973962733,46.0
POz,45,7.022514513324063,46.0
Oz,45,0.07203160798683617,46.0
Iz,45,6.915656226200606,46.0
O2,46,3.4125085239868858,47.0
PO4,46,5.550807610228829,47.0
PO8,46,3.6699758754358727,47.0
P8,46,2.1387480244362442,47.0
P4,46,0.10127767706393206,47.0
P6,46,3.80647972141296,47.0
P2,46,0.17375778669388123,47.0
P1,46,0.4168762301525311,47.0
P3,46,0.0005793614838421229,47.0
P5,46,0.2620800740728166,47.0
P7,46,1.1478237924623493,47.0
PO7,46,0.7902129257715513,47.0
PO3,46,0.10158362712865728,47.0
O1,46,0.5882667539521778,47.0
Pz,46,1.1349429289677022,47.0
POz,46,0.5309086762219043,47.0
Oz,46,11.811299178439613,47.0
Iz,46,0.23681136534532204,47.0
O2,47,0.31746043049174794,48.0
PO4,47,0.002254366813983588,48.0
PO8,47,0.3986224748133249,48.0
P8,47,0.38479883734145703,48.0
P4,47,7.1675355724072665,48.0
P6,47,0.1110047547629886,48.0
P2,47,3.3101858118715315,48.0
P1,47,2.646784088627981,48.0
P3,47,1.3362844062666475,48.0
P5,47,0.593627206896657,48.0
P7,47,0.2908384733204392,48.0
PO7,47,0.7689744986714618,48.0
PO3,47,0.8131904654220163,48.0
O1,47,0.5202750582260199,48.0
Pz,47,0.014193280135279693,48.0
POz,47,0.20249057155023814,48.0
Oz,47,0.004926702742328916,48.0
Iz,47,1.0638329559457145,48.0
O2,48,1.8871189509687871,49.0
PO4,48,19.45655913805001,49.0
PO8,48,1.7419626704741722,49.0
P8,48,0.9521085342766588,49.0
P4,48,0.2946821934005125,49.0
P6,48,6.315613512769596,49.0
P2,48,0.5220571122235315,49.0
P1,48,0.2225553866947845,49.0
P3,48,1.356027396941121,49.0
P5,48,0.3284139543104062,49.0
P7,48,4.1914399231676756,49.0
PO7,48,0.8575259812613455,49.0
PO3,48,1.7245985846417278,49.0
O1,48,1.0113757544877113,49.0
Pz,48,0.2961192077887967,49.0
POz,48,2.7941818239587057,49.0
Oz,48,22.69225454175071,49.0
Iz,48,0.6226240961641171,49.0
O2,49,0.836451098976807,50.0
PO4,49,0.18602250227573308,50.0
PO8,49,1.0005332336015507,50.0
P8,49,0.5017528289956652,50.0
P4,49,2.8612753597114065,50.0
P6,49,0.386282291289202,50.0
P2,49,2.0238748376084263,50.0
P1,49,2.1408173004114834,50.0
P3,49,1.109117990728843,50.0
P5,49,2.0184392981026407,50.0
P7,49,0.5986488472432686,50.0
PO7,49,0.6448093152066379,50.0
PO3,49,1.11145819386601,50.0
O1,49,1.8473154067740765,50.0
Pz,49,2.1475652288541944,50.0
POz,49,0.85828260072289,50.0
Oz,49,0.10790554723377764,50.0
Iz,49,1.9601738653443526,50.0
O2,50,0.5229749697767558,51.0
PO4,50,0.13893510688310404,51.0
PO8,50,0.27220778737568546,51.0
P8,50,1.5287247866111668,51.0
P4,50,0.054626347463530574,51.0
P6,50,0.37131931196008544,51.0
P2,50,0.19280010193787162,51.0
P1,50,0.928221789808074,51.0
P3,50,0.7157432243814837,51.0
P5,50,0.7638608730452167,51.0
P7,50,0.09400276375899859,51.0
PO7,50,0.14878491072487934,51.0
PO3,50,0.6261514427900704,51.0
O1,50,0.7420309718667509,51.0
Pz,50,0.7980047572792368,51.0
POz,50,0.3322393332626341,51.0
Oz,50,1.4275372108430007,51.0
Iz,50,0.35033709155244536,51.0
O2,51,1.413553803327965,52.0
PO4,51,2.1267609309069373,52.0
PO8,51,0.380085816643456,52.0
P8,51,0.6179575475245427,52.0
P4,51,7.2529904799350495,52.0
P6,51,0.6345003001412594,52.0
P2,51,4.701381604805884,52.0
P1,51,1.4386155777967844,52.0
P3,51,1.7939706674371232,52.0
P5,51,1.3741384229982108,52.0
P7,51,0.4515547280739728,52.0
PO7,51,4.181700770113726,52.0
PO3,51,0.5642205991990269,52.0
O1,51,0.7457522050352512,52.0
Pz,51,1.1396327643904736,52.0
POz,51,1.9222903368115527,52.0
Oz,51,1.4516121533700808,52.0
Iz,51,1.3926494570337526,52.0
O2,52,0.955285136201856,53.0
PO4,52,1.2381523638555572,53.0
PO8,52,5.153512027115817,53.0
P8,52,2.381471503642601,53.0
P4,52,0.22852635727861917,53.0
P6,52,2.7923191049781515,53.0
P2,52,0.3857795841637992,53.0
P1,52,0.1904748167978383,53.0
P3,52,0.1829227385153207,53.0
P5,52,1.0990044440171267,53.0
P7,52,1.5774519487232161,53.0
PO7,52,0.43168916596414936,53.0
PO3,52,0.5026501538269864,53.0
O1,52,0.6543902877327625,53.0
Pz,52,0.7183704445026367,53.0
POz,52,0.9536044430668118,53.0
Oz,52,0.9751997010209627,53.0
Iz,52,0.6608385102125215,53.0
O2,53,2.1958306743795464,54.0
PO4,53,0.6830088221293861,54.0
PO8,53,0.03159749109987969,54.0
P8,53,0.5254712232274089,54.0
P4,53,0.6803087470435805,54.0
P6,53,0.3244037141909211,54.0
P2,53,0.0985379579766901,54.0
P1,53,0.12763722499236213,54.0
P3,53,0.08367782588931957,54.0
P5,53,0.10641184959314179,54.0
P7,53,1.3308851824778136,54.0
PO7,53,3.737546824565233,54.0
PO3,53,0.20782904447260425,54.0
O1,53,0.07375652892650122,54.0
Pz,53,0.4023298556538464,54.0
POz,53,0.07389639982313032,54.0
Oz,53,0.30677172344119424,54.0
Iz,53,0.07761968668498856,54.0
O2,54,0.015414485965448551,55.0
PO4,54,0.46956300735936113,55.0
PO8,54,0.3914826188011295,55.0
P8,54,0.19809855391345543,55.0
P4,54,0.6096045301911048,55.0
P6,54,0.5446908635873177,55.0
P2,54,0.6306093841966155,55.0
P1,54,0.5325009748478166,55.0
P3,54,0.4031408257590051,55.0
P5,54,0.4146209086511441,55.0
P7,54,0.30238875845868585,55.0
PO7,54,0.05345570058345282,55.0
PO3,54,0.31181198788957126,55.0
O1,54,0.42086373590156667,55.0
Pz,54,0.41929832099161835,55.0
POz,54,0.43206572413596317,55.0
Oz,54,0.1470510637071608,55.0
Iz,54,0.35413949920081217,55.0
O2,55,7.149503172217871,56.0
PO4,55,3.398845455174597,56.0
PO8,55,6.02913806564852,56.0
P8,55,2.6969329941527365,56.0
P4,55,1.7821196597888938,56.0
P6,55,2.041566576071903,56.0
P2,55,3.924869684155699,56.0
P1,55,4.0528066996482535,56.0
P3,55,4.384170997628275,56.0
P5,55,4.659989789080528,56.0
P7,55,6.36405311720673,56.0
PO7,55,2.828771113047375,56.0
PO3,55,5.258297010908372,56.0
O1,55,4.58955784016173,56.0
Pz,55,4.523161358194637,56.0
POz,55,5.626809861167747,56.0
Oz,55,4.755859880317269,56.0
Iz,55,5.082267795901583,56.0
O2,56,0.5067456311802447,57.0
PO4,56,0.44025184312571614,57.0
PO8,56,0.24736190286663423,57.0
P8,56,0.9815363351438345,57.0
P4,56,1.3693330097678074,57.0
P6,56,0.959453659394389,57.0
P2,56,0.3713554518187301,57.0
P1,56,0.443949538151534,57.0
P3,56,0.5057277180702326,57.0
P5,56,0.4292440959212871,57.0
P7,56,0.18827050016318828,57.0
PO7,56,0.9474788476612125,57.0
PO3,56,0.4381059366254477,57.0
O1,56,0.44685469078741274,57.0
Pz,56,0.4421265623299932,57.0
POz,56,0.2739656775298487,57.0
Oz,56,0.6872141898385835,57.0
Iz,56,0.4282817666006646,57.0
O2,57,0.37423303942032077,58.0
PO4,57,0.23834689122805522,58.0
PO8,57,0.6540359394565346,58.0
P8,57,0.8278645608462396,58.0
P4,57,0.224161552638282,58.0
P6,57,0.8089255400802369,58.0
P2,57,0.10639118106044079,58.0
P1,57,0.013069203902251818,58.0
P3,57,0.0003373838859333998,58.0
P5,57,0.1443953593993909,58.0
P7,57,0.6623457360389907,58.0
PO7,57,0.2755257908958827,58.0
PO3,57,0.07473168939478404,58.0
O1,57,0.005300163582208821,58.0
Pz,57,0.022873570464334636,58.0
POz,57,0.036608404990493955,58.0
Oz,57,0.025471831515644434,58.0
Iz,57,0.028644515896899717,58.0
O2,58,0.1436743781402164,59.0
PO4,58,0.37143242222096223,59.0
PO8,58,0.19611821778561273,59.0
P8,58,0.29883056077667175,59.0
P4,58,0.6575687712794475,59.0
P6,58,0.4339912555301315,59.0
P2,58,0.5176321136726939,59.0
P1,58,0.5502144404021778,59.0
P3,58,0.4503829705411765,59.0
P5,58,0.45330578806317057,59.0
P7,58,0.8350668502962579,59.0
PO7,58,0.7759825153583801,59.0
PO3,58,0.41547622947066504,59.0
O1,58,0.5305925455377766,59.0
Pz,58,0.4818880121926877,59.0
POz,58,0.3963250710760229,59.0
Oz,58,1.2366567006857523,59.0
Iz,58,0.45317345091784966,59.0
O2,59,12.457270219350706,60.0
PO4,59,3.2366684846629714,60.0
PO8,59,2.596385114115283,60.0
P8,59,1.600965632764618,60.0
P4,59,2.5674270521443128,60.0
P6,59,2.517273709429422,60.0
P2,59,4.523664986228697,60.0
P1,59,4.913456235980259,60.0
P3,59,4.089781690918622,60.0
P5,59,4.6785212068050805,60.0
P7,59,3.1319979401678597,60.0
PO7,59,1.50829393331164,60.0
PO3,59,5.329287148764211,60.0
O1,59,4.493720232581364,60.0
Pz,59,4.867918040467214,60.0
POz,59,6.026288639048265,60.0
Oz,59,2.318386445446715,60.0
Iz,59,5.181858757729598,60.0
O2,60,0.1463204582235849,61.0
PO4,60,0.8505362921435369,61.0
PO8,60,0.914428581024477,61.0
P8,60,0.7332270723386513,61.0
P4,60,0.7880429653551685,61.0
P6,60,0.9107158547857664,61.0
P2,60,0.3477731076037125,61.0
P1,60,0.2515307687137297,61.0
P3,60,0.5203106588614179,61.0
P5,60,0.3382429910360162,61.0
P7,60,0.18090090163030725,61.0
PO7,60,1.5080889489186886,61.0
PO3,60,0.3198995175775392,61.0
O1,60,0.3560203540937057,61.0
Pz,60,0.33384755705911595,61.0
POz,60,0.2622889139159048,61.0
Oz,60,0.4164204312019631,61.0
Iz,60,0.31193691246410976,61.0
O2,61,0.437363070215913,62.0
PO4,61,0.013401145461807474,62.0
PO8,61,1.3090984734397304,62.0
P8,61,1.0499098173364878,62.0
P4,61,0.16779903453527087,62.0
P6,61,0.42635819649280066,62.0
P2,61,0.07602375246325756,62.0
P1,61,0.4051031515783114,62.0
P3,61,0.102149494407077,62.0
P5,61,0.5905477915458391,62.0
P7,61,2.3152913513187716,62.0
PO7,61,0.3853665985235934,62.0
PO3,61,0.1654918763449738,62.0
O1,61,0.07463872551526736,62.0
Pz,61,0.07208385817592806,62.0
POz,61,0.08356235093336688,62.0
Oz,61,0.020664197270278354,62.0
Iz,61,0.11169496182397362,62.0
O2,62,4.5741805220731155,63.0
PO4,62,4.6080350207472565,63.0
PO8,62,0.09414595811603034,63.0
P8,62,1.8125132615854367,63.0
P4,62,0.9209856543950599,63.0
P6,62,0.0024252307374509163,63.0
P2,62,1.4927939471815899,63.0
P1,62,1.0903121317421967,63.0
P3,62,0.5814820048477766,63.0
P5,62,1.7412761387775193,63.0
P7,62,0.5994662095300901,63.0
PO7,62,0.8640531779735501,63.0
PO3,62,1.7986444933708496,63.0
O1,62,3.3236324278323193,63.0
Pz,62,6.263928886056475,63.0
POz,62,1.228576571561327,63.0
Oz,62,1.7269992981559976,63.0
Iz,62,1.1386344169750267,63.0
O2,63,0.2851577234665546,64.0
PO4,63,0.671244398148906,64.0
PO8,63,0.9625103001996876,64.0
P8,63,0.16959999705530474,64.0
P4,63,1.2039348994194348,64.0
P6,63,35.37109203877383,64.0
P2,63,0.9567827299231081,64.0
P1,63,1.1309914152663654,64.0
P3,63,1.2234850280404943,64.0
P5,63,0.8332325737814557,64.0
P7,63,0.5700305564938156,64.0
PO7,63,1.2069895097616308,64.0
PO3,63,1.1569930987830153,64.0
O1,63,0.3797510727189431,64.0
Pz,63,0.27876967677756226,64.0
POz,63,2.3538092686949037,64.0
Oz,63,0.8978427921314216,64.0
Iz,63,1.0012446852361048,64.0
O2,64,0.08285774253070019,65.0
PO4,64,0.0012940932157075727,65.0
PO8,64,1.12402644351783,65.0
P8,64,0.5055935174901751,65.0
P4,64,1.4594653068803956,65.0
P6,64,0.04729674362059761,65.0
P2,64,1.0307523181790654,65.0
P1,64,1.809303395266069,65.0
P3,64,1.8806397601275655,65.0
P5,64,0.4592285323559913,65.0
P7,64,1.5799615856273792,65.0
PO7,64,0.9829177024997272,65.0
PO3,64,0.5992158552799242,65.0
O1,64,0.20123061240467016,65.0
Pz,64,1.591586882019432,65.0
POz,64,0.20843554865001396,65.0
Oz,64,2.190442717398848,65.0
Iz,64,1.2918312553038773,65.0
O2,65,2.055369218275393,66.0
PO4,65,2.0543747987289134,66.0
PO8,65,0.9219576106234987,66.0
P8,65,2.175421794583724,66.0
P4,65,0.6708169418917976,66.0
P6,65,1.2270402372020273,66.0
P2,65,1.6000055679004161,66.0
P1,65,0.13180168409486104,66.0
P3,65,0.2912016904326351,66.0
P5,65,2.95017702985974,66.0
P7,65,1.1950423280306386,66.0
PO7,65,0.43393009719836106,66.0
PO3,65,0.05509040802214424,66.0
O1,65,0.7474326328130614,66.0
Pz,65,0.49903213285730985,66.0
POz,65,3.5518161109060618,66.0
Oz,65,0.2266924632388503,66.0
Iz,65,0.3049578394590172,66.0
O2,66,1.5859258025013658,67.0
PO4,66,0.9242697728968385,67.0
PO8,66,1.3837855402597445,67.0
P8,66,1.0373193305279205,67.0
P4,66,0.8035970184967396,67.0
P6,66,2.3339493865718284,67.0
P2,66,0.3492420789981266,67.0
P1,66,0.5108404759047906,67.0
P3,66,0.48919406663770826,67.0
P5,66,0.010256051215662648,67.0
P7,66,0.30798763989846417,67.0
PO7,66,2.8042577626886014,67.0
PO3,66,0.5165746308326531,67.0
O1,66,1.0682187865807358,67.0
Pz,66,0.7869619272782323,67.0
POz,66,0.0773960338167153,67.0
Oz,66,1.4816970033222903,67.0
Iz,66,2.5805339667904534,67.0
O2,67,0.2848329447709425,68.0
PO4,67,0.7228270053323027,68.0
PO8,67,1.1630385457962729,68.0
P8,67,0.6824475752643293,68.0
P4,67,2.3507479460919347,68.0
P6,67,0.42874000381844946,68.0
P2,67,4.094709784350067,68.0
P1,67,1.7673023292089989,68.0
P3,67,1.8788218923784188,68.0
P5,67,1.3951102459410998,68.0
P7,67,1.2465234819166398,68.0
PO7,67,0.4373245283207366,68.0
PO3,67,1.8758587866596517,68.0
O1,67,0.9623491287849615,68.0
Pz,67,0.9112569259707177,68.0
POz,67,1.3309630213396233,68.0
Oz,67,0.8791013286582336,68.0
Iz,67,0.4907215870193767,68.0
O2,68,0.959530379612946,69.0
PO4,68,2.0455943852098004,69.0
PO8,68,0.5293322247812347,69.0
P8,68,0.33528065714241023,69.0
P4,68,0.179777923395843,69.0
P6,68,0.18861665327300098,69.0
P2,68,0.19010686246524416,69.0
P1,68,1.0181945216492823,69.0
P3,68,1.532399483181395,69.0
P5,68,1.0268453624763252,69.0
P7,68,1.629854306761085,69.0
PO7,68,2.848604092579782,69.0
PO3,68,1.5039957805067827,69.0
O1,68,2.546849450314092,69.0
Pz,68,2.0215078750893416,69.0
POz,68,1.8702542330981051,69.0
Oz,68,0.8737317731037898,69.0
Iz,68,1.1532944046414704,69.0
O2,69,1.8714216357089075,70.0
PO4,69,0.8008248250312885,70.0
PO8,69,0.8828066297401803,70.0
P8,69,5.985338159084409,70.0
P4,69,1.0336751957985346,70.0
P6,69,5.335951446558187,70.0
P2,69,0.34682139043669274,70.0
P1,69,1.0848469271357708,70.0
P3,69,0.05898630021888644,70.0
P5,69,1.5831153626430023,70.0
P7,69,0.8624782272981681,70.0
PO7,69,0.14732712760348204,70.0
PO3,69,0.08444547643289364,70.0
O1,69,0.0663713568295913,70.0
Pz,69,0.5810425538570857,70.0
POz,69,0.5228532799022235,70.0
Oz,69,2.6803019595062842,70.0
Iz,69,1.031163180176834,70.0
O2,70,0.7546090737891783,71.0
PO4,70,0.2790634782717005,71.0
PO8,70,1.3524755187194104,71.0
P8,70,0.14217171638257237,71.0
P4,70,2.5093790305819352,71.0
P6,70,0.4253554346358709,71.0
P2,70,3.487443704809871,71.0
P1,70,0.5120576540153348,71.0
P3,70,5.664006500951236,71.0
P5,70,0.9016696269582641,71.0
P7,70,0.26766207315719887,71.0
PO7,70,5.175975438168673,71.0
PO3,70,2.8475235647702193,71.0
O1,70,12.26367646528988,71.0
Pz,70,0.8182441361092824,71.0
POz,70,0.49398099704596504,71.0
Oz,70,0.1742462337066618,71.0
Iz,70,1.2730592137486698,71.0
O2,71,0.08606380649444628,72.0
PO4,71,2.5079472095125532,72.0
PO8,71,0.4159449275738861,72.0
P8,71,0.657472319030541,72.0
P4,71,0.2753486662511462,72.0
P6,71,0.23362053762076698,72.0
P2,71,0.47061666042114103,72.0
P1,71,3.0783651298004067,72.0
P3,71,0.3217116931877078,72.0
P5,71,0.07769645036447566,72.0
P7,71,0.8781474385738421,72.0
PO7,71,0.2715072342975095,72.0
PO3,71,0.8809956259589058,72.0
O1,71,0.1610630563706186,72.0
Pz,71,1.3879290557162123,72.0
POz,71,2.121206146359031,72.0
Oz,71,0.2606559670098587,72.0
Iz,71,0.649326374701057,72.0
O2,72,0.3317659191915727,73.0
PO4,72,0.7408776845353069,73.0
PO8,72,1.4483000579145264,73.0
P8,72,0.19401704689437654,73.0
P4,72,0.996315434989703,73.0
P6,72,1.1505693481735613,73.0
P2,72,0.049878817692606756,73.0
P1,72,0.13544217936632377,73.0
P3,72,0.4952414083129343,73.0
P5,72,0.4979530802836317,73.0
P7,72,1.2357919176792604,73.0
PO7,72,0.9867343116071415,73.0
PO3,72,1.1245114257866071,73.0
O1,72,2.357118779469714,73.0
Pz,72,1.1014194685502037,73.0
POz,72,0.8014137563580428,73.0
Oz,72,1.05102239129543,73.0
Iz,72,1.8291414576700702,73.0
O2,73,4.153845761114968,74.0
PO4,73,0.663800278822921,74.0
PO8,73,0.4982867049269298,74.0
P8,73,1.072272589088579,74.0
P4,73,1.4231410200311672,74.0
P6,73,0.9687741948246896,74.0
P2,73,2.764175211626399,74.0
P1,73,1.715802158418543,74.0
P3,73,0.7119449384866505,74.0
P5,73,0.7362570842049764,74.0
P7,73,1.4325852757814854,74.0
PO7,73,2.423094574308759,74.0
PO3,73,0.4743926775725594,74.0
O1,73,0.20575141900740812,74.0
Pz,73,0.439518586264016,74.0
POz,73,1.4923338459352367,74.0
Oz,73,0.9486282442283078,74.0
Iz,73,0.6489437994119455,74.0
O2,74,0.28075423650920295,75.0
PO4,74,0.3709970190342291,75.0
PO8,74,5.687604197485016,75.0
P8,74,3.0430733578540408,75.0
P4,74,1.2212330598797878,75.0
P6,74,2.8085086741538547,75.0
P2,74,1.2596244553874205,75.0
P1,74,0.7113189647786762,75.0
P3,74,1.9906785109993228,75.0
P5,74,4.7037757287610935,75.0
P7,74,0.9956547489852432,75.0
PO7,74,0.08868557361475893,75.0
PO3,74,0.07260648752978954,75.0
O1,74,1.0605163660969563,75.0
Pz,74,2.0058257208071786,75.0
POz,74,0.11592217115017123,75.0
Oz,74,2.3037478991966656,75.0
Iz,74,0.21383752817354076,75.0
O2,75,1.3156704038238702,76.0
PO4,75,1.7538863616792424,76.0
PO8,75,0.0061534817141345515,76.0
P8,75,0.17187177589311006,76.0
P4,75,0.5497703791788056,76.0
P6,75,0.015901132669115955,76.0
P2,75,0.23213636611098248,76.0
P1,75,1.7244304648993518,76.0
P3,75,0.7729418159573066,76.0
P5,75,0.019623588501136685,76.0
P7,75,0.08660884030071747,76.0
PO7,75,0.8145943041782304,76.0
PO3,75,0.866238196411828,76.0
O1,75,0.9850175488615708,76.0
Pz,75,1.0409791801549038,76.0
POz,75,0.5473864273054223,76.0
Oz,75,0.1530388130870389,76.0
Iz,75,2.1804424326296497,76.0
O2,76,1.4027132689228246,77.0
PO4,76,1.2144910781053884,77.0
PO8,76,1.1865279769751937,77.0
P8,76,1.0388633589420149,77.0
P4,76,1.1467549025891084,77.0
P6,76,0.4010977788675962,77.0
P2,76,0.62757675070037,77.0
P1,76,1.138439382745693,77.0
P3,76,0.526953056573216,77.0
P5,76,11.53830830606088,77.0
P7,76,1.9985770234966895,77.0
PO7,76,1.8531650130889785,77.0
PO3,76,1.5682686855818244,77.0
O1,76,1.8517350683533704,77.0
Pz,76,0.03711128275966627,77.0
POz,76,2.0116842425085326,77.0
Oz,76,3.145358882210453,77.0
Iz,76,1.454275991407183,77.0
O2,77,0.9564410204173348,78.0
PO4,77,1.0060392927666895,78.0
PO8,77,0.7374766468529397,78.0
P8,77,0.20582081460213772,78.0
P4,77,0.1341819969502286,78.0
P6,77,1.0140623951867247,78.0
P2,77,1.4301758628096546,78.0
P1,77,0.002141654275691347,78.0
P3,77,3.0108225597079596,78.0
P5,77,0.16823148209011998,78.0
P7,77,0.7077352776518502,78.0
PO7,77,1.283316884668226,78.0
PO3,77,1.1505252825904664,78.0
O1,77,0.45694494878028685,78.0
Pz,77,2.0518829582518108,78.0
POz,77,1.3955503463517955,78.0
Oz,77,0.7204133445698492,78.0
Iz,77,0.22184203822533166,78.0
O2,78,0.9605831641335465,79.0
PO4,78,0.44303595440232313,79.0
PO8,78,1.7948501025753894,79.0
P8,78,1.9099411094818972,79.0
P4,78,1.8631721504154122,79.0
P6,78,2.734971178234921,79.0
P2,78,0.7550517006149067,79.0
P1,78,0.31039352461687586,79.0
P3,78,0.5885768475821177,79.0
P5,78,1.4465199360849266,79.0
P7,78,0.470938101845851,79.0
PO7,78,0.05148060370701361,79.0
PO3,78,0.4753626520866432,79.0
O1,78,0.39123015515074255,79.0
Pz,78,0.9795191623235922,79.0
POz,78,0.045757953964110705,79.0
Oz,78,0.34565294462692625,79.0
Iz,78,1.234964536080365,79.0
O2,79,0.15128845185980355,80.0
PO4,79,0.36935587054840374,80.0
PO8,79,1.061745578568976,80.0
P8,79,0.2608004764345455,80.0
P4,79,1.3366974679003454,80.0
P6,79,0.24238124209683082,80.0
P2,79,1.8841199371913824,80.0
P1,79,0.8516333897008311,80.0
P3,79,0.023542629473306532,80.0
P5,79,1.1819605926909815,80.0
P7,79,1.471156328178688,80.0
PO7,79,3.589258137506056,80.0
PO3,79,1.5893512505322287,80.0
O1,79,3.248821743078735,80.0
Pz,79,1.3088743837349883,80.0
POz,79,2.7880086019860917,80.0
Oz,79,3.6007487970081615,80.0
Iz,79,0.006138569058127932,80.0
O2,80,1.8963801622676995,81.0
PO4,80,0.9553992071446533,81.0
PO8,80,0.5464240967408492,81.0
P8,80,1.2270934406602596,81.0
P4,80,0.7948577778416519,81.0
P6,80,2.1982915928248876,81.0
P2,80,0.5199108918517823,81.0
P1,80,2.0651032361119404,81.0
P3,80,1.547856186532419,81.0
P5,80,0.8550105385680786,81.0
P7,80,0.8649865154068173,81.0
PO7,80,0.7056550438059108,81.0
PO3,80,1.2441334357845817,81.0
O1,80,0.6765545559763755,81.0
Pz,80,0.9325874914318955,81.0
POz,80,0.5808188713183071,81.0
Oz,80,0.44321405524906327,81.0
Iz,80,14.11286006406424,81.0
O2,81,1.053659971454109,82.0
PO4,81,0.5428347440240613,82.0
PO8,81,0.5738446462397464,82.0
P8,81,2.029645313887632,82.0
P4,81,0.5189050918181425,82.0
P6,81,0.8489385613508875,82.0
P2,81,0.8452686979146811,82.0
P1,81,0.9566476215270225,82.0
P3,81,2.258197276961621,82.0
P5,81,0.8521089806683597,82.0
P7,81,2.0393669703130124,82.0
PO7,81,0.9990450786995644,82.0
PO3,81,0.7815054153319597,82.0
O1,81,0.5971037016085071,82.0
Pz,81,0.11225067387304212,82.0
POz,81,1.328344170773911,82.0
Oz,81,1.0108080757480598,82.0
Iz,81,0.2664950068268998,82.0
O2,82,0.3481034894989313,83.0
PO4,82,1.4979859944737033,83.0
PO8,82,0.6524522235681081,83.0
P8,82,0.3324746956477342,83.0
P4,82,0.3192591340109136,83.0
P6,82,0.23300247937978905,83.0
P2,82,2.3444965276913727,83.0
P1,82,0.21508579029937328,83.0
P3,82,0.1850831036526293,83.0
P5,82,1.079911319419704,83.0
P7,82,0.41909812411405634,83.0
PO7,82,0.6775874204710763,83.0
PO3,82,0.15074871443463306,83.0
O1,82,0.6386887175810667,83.0
Pz,82,1.0153736556734445,83.0
POz,82,1.9176039869779518,83.0
Oz,82,0.7387850954798658,83.0
Iz,82,0.1979123781318834,83.0
O2,83,1.1155001463493017,84.0
PO4,83,0.7514782309684527,84.0
PO8,83,0.8514344010290422,84.0
P8,83,0.8103212519808458,84.0
P4,83,0.7921708952889841,84.0
P6,83,0.3499324647953389,84.0
P2,83,0.5054276956615993,84.0
P1,83,0.814797287029966,84.0
P3,83,0.14183209011578501,84.0
P5,83,1.3397794032800086,84.0
P7,83,1.1050750766784863,84.0
PO7,83,0.8926297323513896,84.0
PO3,83,0.48499296293402916,84.0
O1,83,0.7525903305277055,84.0
Pz,83,2.0215909653860833,84.0
POz,83,0.01384500044506135,84.0
Oz,83,1.1766423948868627,84.0
Iz,83,1.5344718411142741,84.0
O2,84,1.4088103619626158,85.0
PO4,84,1.4359396055477143,85.0
PO8,84,3.6096750740093437,85.0
P8,84,1.1521724930890638,85.0
P4,84,3.138343428579971,85.0
P6,84,2.9726802281227247,85.0
P2,84,0.7443766092279396,85.0
P1,84,3.6882503783668548,85.0
P3,84,0.5347984129207995,85.0
P5,84,0.990032991343843,85.0
P7,84,0.925765594577484,85.0
PO7,84,1.5129163836577553,85.0
PO3,84,4.697641442233641,85.0
O1,84,1.8579699998011594,85.0
Pz,84,0.8280273335692094,85.0
POz,84,10.161596605953873,85.0
Oz,84,1.6602898461985538,85.0
Iz,84,1.0157621116559665,85.0
O2,85,0.6797103911118456,86.0
PO4,85,1.317810011151552,86.0
PO8,85,0.08026558677404809,86.0
P8,85,1.146318279366963,86.0
P4,85,0.4028827722304177,86.0
P6,85,0.5095030168870838,86.0
P2,85,0.9314682717315816,86.0
P1,85,0.05997450275745702,86.0
P3,85,1.6247341479384383,86.0
P5,85,0.5599385716287053,86.0
P7,85,0.1501734258999692,86.0
PO7,85,0.44815281870298035,86.0
PO3,85,0.1905350477025714,86.0
