electrode,variable,value,frequency
P7,14,1.0764721980909508,15.0
PO7,14,0.9462777843973061,15.0
PO3,14,1.3303573271849627,15.0
O1,14,1.2629110594358735,15.0
Pz,14,1.5321605348131508,15.0
POz,14,0.5606787210983033,15.0
Oz,14,1.0533922724046738,15.0
Iz,14,1.4765146047498423,15.0
O2,15,0.39653487860568226,16.0
PO4,15,0.6169192993001713,16.0
PO8,15,2.6100927733482573,16.0
P8,15,1.6223701353862614,16.0
P4,15,1.2314572356140359,16.0
P6,15,1.355824276786361,16.0
P2,15,1.3683371316390966,16.0
P1,15,1.7567237097807762,16.0
P3,15,2.1102340666973927,16.0
P5,15,1.8263936368454243,16.0
P7,15,1.9739210358989654,16.0
PO7,15,2.3364011280062056,16.0
PO3,15,1.2974159766975804,16.0
O1,15,1.0859578505128855,16.0
Pz,15,1.0580571803668246,16.0
POz,15,0.9076287705367788,16.0
Oz,15,0.6766044486001923,16.0
Iz,15,0.8879825774178639,16.0
O2,16,0.14082232857181173,17.0
PO4,16,0.9338516347831858,17.0
PO8,16,0.3773815663356277,17.0
P8,16,0.3404947413954983,17.0
P4,16,0.02613006118352041,17.0
P6,16,0.6446852840434081,17.0
P2,16,0.11523879950725928,17.0
P1,16,0.5254789598752743,17.0
P3,16,0.07148816468681045,17.0
P5,16,0.20559922248701779,17.0
P7,16,0.288238216352482,17.0
PO7,16,0.4585824725128083,17.0
PO3,16,0.44942162644095296,17.0
O1,16,0.13258875573357531,17.0
Pz,16,0.5199937157461455,17.0
POz,16,0.06576831621762709,17.0
Oz,16,0.27047330144864634,17.0
Iz,16,0.5258349528822108,17.0
O2,17,6.118674822683526,18.0
PO4,17,1.7793991656685562,18.0
PO8,17,0.8220768403172113,18.0
P8,17,0.817423854388783,18.0
P4,17,2.5434111874975986,18.0
P6,17,0.6541637400118611,18.0
P2,17,0.7116196726132933,18.0
P1,17,0.5917969291885063,18.0
P3,17,2.031347322258352,18.0
P5,17,1.9543659339803758,18.0
P7,17,1.2867231919555246,18.0
PO7,17,0.5523811524965537,18.0
PO3,17,0.8206137633934955,18.0
O1,17,2.272887054414603,18.0
Pz,17,0.2414606549626733,18.0
POz,17,4.448459095951035,18.0
Oz,17,2.2859149204628246,18.0
Iz,17,0.8967326912039506,18.0
O2,18,0.08793370191829437,19.0
PO4,18,0.031562047058742354,19.0
PO8,18,0.10664877290152007,19.0
P8,18,0.5960287278966735,19.0
P4,18,0.9865144034424737,19.0
P6,18,0.6301758141735452,19.0
P2,18,1.1281093640313717,19.0
P1,18,3.086281495267455,19.0
P3,18,1.6304774826672384,19.0
P5,18,0.9662992985273392,19.0
P7,18,1.0894416323229859,19.0
PO7,18,3.196534395675733,19.0
PO3,18,1.1132147950369158,19.0
O1,18,0.9938889298126328,19.0
Pz,18,2.826706564901033,19.0
POz,18,0.6082916682553497,19.0
Oz,18,1.0532648898319223,19.0
Iz,18,0.48501192147898015,19.0
O2,19,1.763928440236901,20.0
PO4,19,12.752019950627453,20.0
PO8,19,3.1748238929835586,20.0
P8,19,0.6100432123569496,20.0
P4,19,0.6726474902722389,20.0
P6,19,0.4545364333559485,20.0
P2,19,0.756302329330984,20.0
P1,19,0.24706325219313244,20.0
P3,19,0.18329993647718668,20.0
P5,19,1.2546971870346748,20.0
P7,19,0.9301674630140715,20.0
PO7,19,0.13436054638975314,20.0
PO3,19,0.9376353949699107,20.0
O1,19,0.5821535924263058,20.0
Pz,19,0.18437134537966676,20.0
POz,19,0.8789541984208393,20.0
Oz,19,0.5917373167857795,20.0
Iz,19,1.816609088822364,20.0
O2,20,1.405796104013215,21.0
PO4,20,0.15250764225515723,21.0
PO8,20,1.0164451335535218,21.0
P8,20,3.2709328255907733,21.0
P4,20,2.8575328074926514,21.0
P6,20,3.1964534253080252,21.0
P2,20,3.236018918504653,21.0
P1,20,2.4174388707520387,21.0
P3,20,0.7992241110854025,21.0
P5,20,0.07104458506732722,21.0
P7,20,0.8169139753680573,21.0
PO7,20,1.5832658413538778,21.0
PO3,20,0.2214623267384215,21.0
O1,20,1.242722466548731,21.0
Pz,20,3.0789015260336248,21.0
POz,20,1.2699685389120783,21.0
Oz,20,1.3550516687773773,21.0
Iz,20,0.8627470386256102,21.0
O2,21,0.8851279675126631,22.0
PO4,21,3.065364640168032,22.0
PO8,21,0.363621648013422,22.0
P8,21,0.5206065934446572,22.0
P4,21,0.07266913500983496,22.0
P6,21,0.7054262730108748,22.0
P2,21,0.16628562751588252,22.0
P1,21,0.8776644524066812,22.0
P3,21,1.9617274648482415,22.0
P5,21,4.3259548662263905,22.0
P7,21,0.8039228831838333,22.0
PO7,21,1.1483783369805218,22.0
PO3,21,2.564084052070617,22.0
O1,21,1.8345587757585151,22.0
Pz,21,1.0565529815220955,22.0
POz,21,0.6173704439341818,22.0
Oz,21,0.21899238104543253,22.0
Iz,21,1.1710801471059822,22.0
O2,22,0.407516852440392,23.0
PO4,22,0.6837916409410163,23.0
PO8,22,0.2751833750693067,23.0
P8,22,0.03917461466872557,23.0
P4,22,11.52157023332416,23.0
P6,22,0.30412868554311084,23.0
P2,22,1.3688626150684362,23.0
P1,22,0.3258122436491301,23.0
P3,22,0.5185342342558904,23.0
P5,22,0.45693541599400783,23.0
P7,22,1.3106010543040518,23.0
PO7,22,1.023914529769039,23.0
PO3,22,0.6140077265862667,23.0
O1,22,0.028049878927454915,23.0
Pz,22,0.05285770094309388,23.0
POz,22,1.5904063328957938,23.0
Oz,22,1.9005919823024573,23.0
Iz,22,0.19099831818736498,23.0
O2,23,0.11801946192003801,24.0
PO4,23,0.9527261611047849,24.0
PO8,23,0.6252215213603116,24.0
P8,23,0.6592627778306859,24.0
P4,23,0.12037690674953415,24.0
P6,23,1.1459200772916522,24.0
P2,23,1.805596516855298,24.0
P1,23,3.5186854664783977,24.0
P3,23,3.6983275260761137,24.0
P5,23,2.2564937072366322,24.0
P7,23,1.1608206541997506,24.0
PO7,23,1.0471656291267173,24.0
PO3,23,2.3825354766169022,24.0
O1,23,15.916619480244224,24.0
Pz,23,9.42895994539244,24.0
POz,23,1.0908972278585205,24.0
Oz,23,1.446690793911591,24.0
Iz,23,5.030646712182925,24.0
O2,24,1.137110423603324,25.0
PO4,24,1.7606737818577967,25.0
PO8,24,0.9276907192953013,25.0
P8,24,0.26777956658890756,25.0
P4,24,0.1603610785906267,25.0
P6,24,0.6669819313540387,25.0
P2,24,0.013544122994445379,25.0
P1,24,0.3627017394371556,25.0
P3,24,0.0938539074771823,25.0
P5,24,0.555533521073704,25.0
P7,24,0.17824874037033783,25.0
PO7,24,0.8461615583510219,25.0
PO3,24,0.33054609961541814,25.0
O1,24,0.13285839412616815,25.0
Pz,24,0.07459292504279547,25.0
POz,24,0.18341648345070014,25.0
Oz,24,0.06516402533821478,25.0
Iz,24,0.4201646475747261,25.0
O2,25,2.860559187630858,26.0
PO4,25,0.021096131312640497,26.0
PO8,25,2.5746059026690964,26.0
P8,25,2.1910673887264673,26.0
P4,25,19.27473939699963,26.0
P6,25,2.211177744408452,26.0
P2,25,15.85930461385491,26.0
P1,25,4.207306549131165,26.0
P3,25,2.861617805520318,26.0
P5,25,0.9548261812820019,26.0
P7,25,0.5316948875999612,26.0
PO7,25,0.23919197575658868,26.0
PO3,25,1.2007981890401092,26.0
O1,25,3.2424846494610935,26.0
Pz,25,5.520933865078194,26.0
POz,25,4.394410146122607,26.0
Oz,25,4.150834433154061,26.0
Iz,25,0.2642499943522682,26.0
O2,26,0.20697637287621937,27.0
PO4,26,0.25086038067434063,27.0
PO8,26,0.19888646844474692,27.0
P8,26,1.130686894269892,27.0
P4,26,0.005934883569191592,27.0
P6,26,0.4285028235948246,27.0
P2,26,0.15053683681182434,27.0
P1,26,0.036745551100753324,27.0
P3,26,0.35841800135561513,27.0
P5,26,0.6494692848533586,27.0
P7,26,3.4410631712836843,27.0
PO7,26,0.49062281338215236,27.0
PO3,26,0.41106916282373024,27.0
O1,26,0.5553877811030158,27.0
Pz,26,0.3679738230249023,27.0
POz,26,0.4991528383531772,27.0
Oz,26,0.41006224628689536,27.0
Iz,26,4.100672661282869,27.0
O2,27,0.23622074753919045,28.0
PO4,27,5.600722371932039,28.0
PO8,27,2.414163554246249,28.0
P8,27,0.6232429666923865,28.0
P4,27,1.2370937941166484,28.0
P6,27,1.3672864092801622,28.0
P2,27,2.896120626125275,28.0
P1,27,1.5469398767102027,28.0
P3,27,0.6332279920016474,28.0
P5,27,0.1878233405069115,28.0
P7,27,0.27959262520791184,28.0
PO7,27,0.1610644273964145,28.0
PO3,27,0.7279349910922672,28.0
O1,27,0.5295548345312806,28.0
Pz,27,1.0045049576612197,28.0
POz,27,0.36345307770518387,28.0
Oz,27,0.9459286903841485,28.0
Iz,27,0.10516925380940703,28.0
O2,28,5.297773189341363,29.0
PO4,28,0.3546269332194211,29.0
PO8,28,0.7889516224970933,29.0
P8,28,1.654562370990039,29.0
P4,28,2.098674640187533,29.0
P6,28,0.41949255004921004,29.0
P2,28,0.9444953220711082,29.0
P1,28,1.0203657803531958,29.0
P3,28,0.20256475387620793,29.0
P5,28,0.5662905854783947,29.0
P7,28,0.4972281907063011,29.0
PO7,28,8.145762032798556,29.0
PO3,28,1.4629608815330157,29.0
O1,28,2.0226734074479045,29.0
Pz,28,1.9008448775930815,29.0
POz,28,2.1786477555486696,29.0
Oz,28,2.2111914621205693,29.0
Iz,28,2.8573006255966225,29.0
O2,29,0.11158430716522696,30.0
PO4,29,0.22216683009531488,30.0
PO8,29,0.9932268970292177,30.0
P8,29,0.495967351353537,30.0
P4,29,0.5802372577425204,30.0
P6,29,1.1765121305120305,30.0
P2,29,0.04166108558859919,30.0
P1,29,1.6418465530742008,30.0
P3,29,5.047223879002545,30.0
P5,29,4.903630586688658,30.0
P7,29,4.097786395999234,30.0
PO7,29,0.30135594694116435,30.0
PO3,29,1.4540413250268143,30.0
O1,29,0.7303687660450681,30.0
Pz,29,0.303619631286406,30.0
POz,29,1.0829302186749115,30.0
Oz,29,0.6142023166997592,30.0
Iz,29,1.223932415573334,30.0
O2,30,0.8757948476877832,31.0
PO4,30,0.8588473419062223,31.0
PO8,30,1.5655986915573648,31.0
P8,30,0.3379397074042653,31.0
P4,30,0.7651174981119142,31.0
P6,30,0.8822450140653126,31.0
P2,30,1.99556555727191,31.0
P1,30,0.5888807791632317,31.0
P3,30,0.5759787672691625,31.0
P5,30,0.20261058265856818,31.0
P7,30,0.3579519430940421,31.0
PO7,30,0.688969984171966,31.0
PO3,30,0.4176226040465568,31.0
O1,30,1.588356819938994,31.0
Pz,30,1.54507972186936,31.0
POz,30,0.5372089245319425,31.0
Oz,30,0.232646481335847,31.0
Iz,30,0.07521893262673625,31.0
O2,31,2.2716850659478616,32.0
PO4,31,1.1323118327629393,32.0
PO8,31,0.4421334427688914,32.0
P8,31,0.5708702333660325,32.0
P4,31,0.4632446457754946,32.0
P6,31,1.1124340649464004,32.0
P2,31,1.092461838975852,32.0
P1,31,0.6782447149382101,32.0
P3,31,0.019025674669855632,32.0
P5,31,1.5231986795158063,32.0
P7,31,1.1535619016691547,32.0
PO7,31,1.1378960380548786,32.0
PO3,31,2.1865833353864383,32.0
O1,31,0.6324896166379683,32.0
Pz,31,0.7724144022248646,32.0
POz,31,0.10556106171280462,32.0
Oz,31,2.1908939506155756,32.0
Iz,31,0.79819691952357,32.0
O2,32,0.5540521398057058,33.0
PO4,32,1.329403428445887,33.0
PO8,32,0.6483639678278041,33.0
P8,32,3.6975464725554663,33.0
P4,32,1.5931648307196882,33.0
P6,32,1.16002977027898,33.0
P2,32,0.6419474116032068,33.0
P1,32,0.9877928034774859,33.0
P3,32,2.977623696195407,33.0
P5,32,0.6202733713579827,33.0
P7,32,0.350417664054299,33.0
PO7,32,0.3970978611205499,33.0
PO3,32,0.26278407155424277,33.0
O1,32,0.2977749434271174,33.0
Pz,32,1.9746754478710773,33.0
POz,32,0.34605735612418537,33.0
Oz,32,0.19650169675099433,33.0
Iz,32,1.0158893648843106,33.0
O2,33,1.1352099926078043,34.0
PO4,33,1.0461371809060822,34.0
PO8,33,2.0016070718860886,34.0
P8,33,0.45376716791607086,34.0
P4,33,0.6285143173911119,34.0
P6,33,1.1358155302283248,34.0
P2,33,0.8407443669760323,34.0
P1,33,0.5205153711566629,34.0
P3,33,0.6435870691240622,34.0
P5,33,0.9404683978448097,34.0
P7,33,2.3624458265636687,34.0
PO7,33,1.7256960264438401,34.0
PO3,33,1.2547516269972467,34.0
O1,33,0.8302380602293363,34.0
Pz,33,0.6588486487270401,34.0
POz,33,3.201841357973673,34.0
Oz,33,4.771973992009619,34.0
Iz,33,1.802224125073412,34.0
O2,34,0.5971937652948532,35.0
PO4,34,1.1015242196488026,35.0
PO8,34,0.6309877451240801,35.0
P8,34,0.26628686594807366,35.0
P4,34,2.7340622630505584,35.0
P6,34,0.8294081924250342,35.0
P2,34,2.1963778414854294,35.0
P1,34,0.7451035037517331,35.0
P3,34,2.2240562270309066,35.0
P5,34,0.2999188839769536,35.0
P7,34,1.2004241356001897,35.0
PO7,34,0.9631051654285594,35.0
PO3,34,2.439661544120549,35.0
O1,34,1.662311081989982,35.0
Pz,34,0.2265087790352584,35.0
POz,34,0.7708608228860284,35.0
Oz,34,0.5567044847450747,35.0
Iz,34,0.8850967006852035,35.0
O2,35,1.9157983407502548,36.0
PO4,35,0.06690296143642244,36.0
PO8,35,1.4213725749421573,36.0
P8,35,0.3252992559020885,36.0
P4,35,0.08129062941426413,36.0
P6,35,0.44236171460724344,36.0
P2,35,0.44488345484098146,36.0
P1,35,0.9371852936471852,36.0
P3,35,0.1951031145448212,36.0
P5,35,1.3804211047442942,36.0
P7,35,0.09243329094298242,36.0
PO7,35,1.2576966667222498,36.0
PO3,35,0.13393635377696897,36.0
O1,35,0.6142981121296797,36.0
Pz,35,1.2166888065155594,36.0
POz,35,0.2722348607963897,36.0
Oz,35,0.15009386545937423,36.0
Iz,35,0.13550091570463238,36.0
O2,36,1.2093317887694925,37.0
PO4,36,3.8327957410808815,37.0
PO8,36,1.1153435242201395,37.0
P8,36,4.159600984781891,37.0
P4,36,4.44065566472873,37.0
P6,36,2.3963522239513475,37.0
P2,36,1.2177855583668116,37.0
P1,36,1.7172721793863854,37.0
P3,36,5.823137739229714,37.0
P5,36,1.8544741066085666,37.0
P7,36,1.2549386093797759,37.0
PO7,36,0.6949242229883047,37.0
PO3,36,1.904504387483183,37.0
O1,36,2.4640287538174324,37.0
Pz,36,1.6257038651256606,37.0
POz,36,2.4557409551022307,37.0
Oz,36,0.6941372924884781,37.0
Iz,36,0.07818740185346028,37.0
O2,37,0.027917754559003975,38.0
PO4,37,0.622652305735904,38.0
PO8,37,0.3757493756774499,38.0
P8,37,0.19523781785451752,38.0
P4,37,0.586591254010274,38.0
P6,37,0.7001915327981856,38.0
P2,37,1.5166970807926283,38.0
P1,37,0.9347109265246337,38.0
P3,37,0.2921101162703536,38.0
P5,37,0.5182802066969903,38.0
P7,37,1.4154678732410648,38.0
PO7,37,0.6543301236519374,38.0
PO3,37,0.5706885965013256,38.0
O1,37,0.32947209171811287,38.0
Pz,37,0.8181991951789607,38.0
POz,37,0.9073479118620792,38.0
Oz,37,0.042390142526392005,38.0
Iz,37,0.18692518899696084,38.0
O2,38,1.3356349861223566,39.0
PO4,38,1.3673064206402221,39.0
PO8,38,0.16639845051332938,39.0
P8,38,5.466364528362653,39.0
P4,38,0.8037531717054762,39.0
P6,38,0.9952450748405703,39.0
P2,38,0.5351069345987167,39.0
P1,38,0.698299916944958,39.0
P3,38,1.1210031912197373,39.0
P5,38,0.5337269755594489,39.0
P7,38,0.962757931745688,39.0
PO7,38,3.804657543574963,39.0
PO3,38,3.0367482682479623,39.0
O1,38,2.2887596978448665,39.0
Pz,38,0.6148811439963461,39.0
POz,38,0.6165980594242053,39.0
Oz,38,1.2995825236815692,39.0
Iz,38,1.6508219822321697,39.0
O2,39,2.4311336466505105,40.0
PO4,39,0.038610108477640785,40.0
PO8,39,1.0212902302292224,40.0
P8,39,0.2902369272002469,40.0
P4,39,1.1356263129723414,40.0
P6,39,1.2011209641513407,40.0
P2,39,1.0606421367873544,40.0
P1,39,0.6520586381641114,40.0
P3,39,1.3805004242967545,40.0
P5,39,1.5065189370752747,40.0
P7,39,0.24225379817333484,40.0
PO7,39,0.008800388856137304,40.0
PO3,39,0.24459993729629464,40.0
O1,39,0.8855964823195437,40.0
Pz,39,1.534002188257256,40.0
POz,39,1.3400243324419643,40.0
Oz,39,1.3080316795398232,40.0
Iz,39,1.6731608886052334,40.0
O2,40,0.16140156613680112,41.0
PO4,40,2.9161626962766296,41.0
PO8,40,3.5815594289336774,41.0
P8,40,2.89329075898878,41.0
P4,40,1.0311875421743377,41.0
P6,40,0.5647215215967271,41.0
P2,40,1.2936052972602974,41.0
P1,40,1.0771731519441223,41.0
P3,40,0.6904109196786108,41.0
P5,40,0.7615184658116383,41.0
P7,40,0.9955157447650597,41.0
PO7,40,0.03810891709695506,41.0
PO3,40,0.39086040072839395,41.0
O1,40,0.1303092057210246,41.0
Pz,40,1.1671564513766717,41.0
POz,40,1.349348673208933,41.0
Oz,40,0.9693503139332799,41.0
Iz,40,0.517584261467032,41.0
O2,41,0.6600122705285517,42.0
PO4,41,0.8948799748919177,42.0
PO8,41,0.038233809532000416,42.0
P8,41,0.17838770075071153,42.0
P4,41,0.509596070118635,42.0
P6,41,1.032572825503377,42.0
P2,41,0.27255719309742704,42.0
P1,41,0.25290753080438594,42.0
P3,41,1.6384503094343785,42.0
P5,41,2.0170728027904223,42.0
P7,41,1.5245613512216183,42.0
PO7,41,1.2968573065053386,42.0
PO3,41,1.3190555409319604,42.0
O1,41,1.984183624199929,42.0
Pz,41,0.48946442230402637,42.0
POz,41,0.12244131100942396,42.0
Oz,41,1.7530426063674336,42.0
Iz,41,0.4557250985113169,42.0
O2,42,2.721260001021627,43.0
PO4,42,0.8841454692056149,43.0
PO8,42,0.0533362279498695,43.0
P8,42,3.276734578251336,43.0
P4,42,4.361585199564073,43.0
P6,42,0.9216300310110987,43.0
P2,42,2.1134622677244868,43.0
P1,42,0.9877252163632663,43.0
P3,42,0.14854953690071712,43.0
P5,42,0.07199585628515218,43.0
P7,42,1.177056404297265,43.0
PO7,42,2.0262566806784776,43.0
PO3,42,1.3522195565547772,43.0
O1,42,1.2525753282995833,43.0
Pz,42,0.8967444687350874,43.0
POz,42,3.199383444667458,43.0
Oz,42,0.07071938941213343,43.0
Iz,42,3.8708501457891913,43.0
O2,43,0.7159910772360492,44.0
