value,prepost
53.13745177078721,same_cued
55.28826804042232,same_cued
56.94901769477813,same_cued
70.75343733908802,same_cued
36.91355405127542,same_cued
58.85138433958574,same_cued
38.366827775825605,same_cued
39.235486695813215,same_cued
46.35422052466989,same_cued
76.80160062109479,same_cued
53.627656588582134,same_cued
53.317710813777296,same_cued
61.96615145546917,same_cued
55.13543416517583,same_cued
31.925981094169515,same_cued
43.329184180719324,same_cued
50.5459183311492,same_cued
62.72974440726756,same_cued
38.52951364454497,same_cued
49.687068304009124,same_cued
53.32672558883784,same_cued
49.52950211217541,same_cued
57.10381402457159,same_cued
43.49470139798765,same_cued
53.25901765819473,same_cued
37.75371526131927,same_cued
46.88332603207539,same_cued
57.03300054466706,same_cued
55.20863947924291,same_cued
53.15842089843,same_cued
45.04624086455657,same_cued
55.172247125050774,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
,same_cued
