cued,coh_with,timepoint,ITcoherence,time
60,56,106,-1.489415965045367,-0.2791666666666667
60,56,107,-1.4881204994721347,-0.27708333333333335
60,56,108,-1.4876888063949887,-0.275
60,56,109,-1.4871437206375497,-0.2729166666666667
60,56,110,-1.4884271994379192,-0.27083333333333337
60,56,111,-1.4897067096563075,-0.26875000000000004
60,56,112,-1.4906336348123252,-0.2666666666666667
60,56,113,-1.4917103828269613,-0.2645833333333333
60,56,114,-1.491081491540098,-0.26249999999999996
60,56,115,-1.4905720855894513,-0.26041666666666663
60,56,116,-1.4901871212287108,-0.2583333333333333
60,56,117,-1.4897743410449675,-0.25625
60,56,118,-1.4911341174218464,-0.25416666666666665
60,56,119,-1.4924333304543531,-0.2520833333333333
60,56,120,-1.4940734398996165,-0.25
60,56,121,-1.4957625226107734,-0.24791666666666667
60,56,122,-1.4959381841147175,-0.24583333333333335
60,56,123,-1.49624106703889,-0.24375000000000002
60,56,124,-1.4960233293444272,-0.2416666666666667
60,56,125,-1.495861994117005,-0.23958333333333337
60,56,126,-1.4971226016926837,-0.23750000000000004
60,56,127,-1.4983256887575631,-0.23541666666666672
60,56,128,-1.5003819664048763,-0.23333333333333328
60,56,129,-1.502392262117695,-0.23124999999999996
60,56,130,-1.5033098353862613,-0.22916666666666663
60,56,131,-1.5042969964311304,-0.2270833333333333
60,56,132,-1.504338467295866,-0.22499999999999998
60,56,133,-1.504479784716839,-0.22291666666666665
60,56,134,-1.5055166659227588,-0.22083333333333333
60,56,135,-1.5065378254725403,-0.21875
60,56,136,-1.508658400098956,-0.21666666666666667
60,56,137,-1.5106757286954422,-0.21458333333333335
60,56,138,-1.512109904205992,-0.21250000000000002
60,56,139,-1.5135220801186962,-0.2104166666666667
60,56,140,-1.5138309814752935,-0.20833333333333337
60,56,141,-1.5142261314668146,-0.20625000000000004
60,56,142,-1.5149638385358073,-0.20416666666666672
60,56,143,-1.5157329397392312,-0.20208333333333328
60,56,144,-1.5175805210548408,-0.19999999999999996
60,56,145,-1.5193140158418657,-0.19791666666666663
60,56,146,-1.5209211685114739,-0.1958333333333333
60,56,147,-1.5224150225899407,-0.19374999999999998
60,56,148,-1.5228786401099812,-0.19166666666666665
60,56,149,-1.5233641628292687,-0.18958333333333333
60,56,150,-1.5237411920966901,-0.1875
60,56,151,-1.5241733042182413,-0.18541666666666667
60,56,152,-1.5254686177900276,-0.18333333333333335
60,56,153,-1.5266748477723495,-0.18125000000000002
60,56,154,-1.528060439136673,-0.1791666666666667
60,56,155,-1.529266789276013,-0.17708333333333337
60,56,156,-1.5296499225312155,-0.17500000000000004
60,56,157,-1.5299592051018591,-0.17291666666666672
60,56,158,-1.5298802117560397,-0.17083333333333328
60,56,159,-1.5298412006367246,-0.16874999999999996
60,56,160,-1.5303689578699189,-0.16666666666666663
60,56,161,-1.5308487888658147,-0.1645833333333333
60,56,162,-1.531633013199165,-0.16249999999999998
60,56,163,-1.5322097190206727,-0.16041666666666665
60,56,164,-1.5321901395460067,-0.15833333333333333
60,56,165,-1.5319923707360625,-0.15625
60,56,166,-1.5312943757873698,-0.15416666666666667
60,56,167,-1.5305800663785776,-0.15208333333333335
60,56,168,-1.5301646855639657,-0.15000000000000002
60,56,169,-1.5297388739847166,-0.1479166666666667
60,56,170,-1.5296007215757714,-0.14583333333333337
60,56,171,-1.5292662868213265,-0.14375000000000004
60,56,172,-1.5284939935357835,-0.14166666666666672
60,56,173,-1.5274520768273152,-0.13958333333333328
60,56,174,-1.525903565034145,-0.13749999999999996
60,56,175,-1.524247691784921,-0.13541666666666663
60,56,176,-1.5227195795387107,-0.1333333333333333
60,56,177,-1.5211987488105227,-0.13124999999999998
60,56,178,-1.5198907940413513,-0.12916666666666665
60,56,179,-1.5184320947003722,-0.12708333333333333
60,56,180,-1.516592102718169,-0.125
60,56,181,-1.5144231252383444,-0.12291666666666667
60,56,182,-1.5117590810858854,-0.12083333333333335
60,56,183,-1.5088748023265566,-0.11875000000000002
60,56,184,-1.506050311173541,-0.1166666666666667
60,56,185,-1.503218691936874,-0.11458333333333337
60,56,186,-1.5005578198728156,-0.11250000000000004
60,56,187,-1.4978147408642548,-0.11041666666666672
60,56,188,-1.4946741937645058,-0.10833333333333328
60,56,189,-1.4911932206766694,-0.10624999999999996
60,56,190,-1.487172993303316,-0.10416666666666663
60,56,191,-1.482817593298422,-0.1020833333333333
60,56,192,-1.4785061007113751,-0.09999999999999998
60,56,193,-1.4741331233043848,-0.09791666666666665
60,56,194,-1.4699800855563196,-0.09583333333333333
60,56,195,-1.4658177321508215,-0.09375
60,56,196,-1.4612445957304492,-0.09166666666666667
60,56,197,-1.456375829066529,-0.08958333333333335
60,56,198,-1.4508405597737541,-0.08750000000000002
60,56,199,-1.4448793308749426,-0.0854166666666667
60,56,200,-1.4389147266579094,-0.08333333333333337
60,56,201,-1.4327950998246983,-0.08125000000000004
60,56,202,-1.42703556407679,-0.07916666666666672
60,56,203,-1.4213184551147289,-0.07708333333333328
60,56,204,-1.4152679239137187,-0.07499999999999996
60,56,205,-1.409016750927779,-0.07291666666666663
60,56,206,-1.4019223269568024,-0.0708333333333333
60,56,207,-1.3943625739849015,-0.06874999999999998
60,56,208,-1.3866428467667475,-0.06666666666666665
60,56,209,-1.378649947315973,-0.06458333333333333
60,56,210,-1.3711839330175142,-0.0625
60,56,211,-1.3637650224397766,-0.060416666666666674
60,56,212,-1.3562391127697613,-0.05833333333333335
60,56,213,-1.3486329585616357,-0.05625000000000002
60,56,214,-1.3400432660478476,-0.054166666666666696
60,56,215,-1.3310178020732364,-0.05208333333333337
60,56,216,-1.3215326972203534,-0.050000000000000044
60,56,217,-1.311660623279543,-0.04791666666666672
60,56,218,-1.3024015972912202,-0.04583333333333328
60,56,219,-1.293132873905471,-0.043749999999999956
60,56,220,-1.2841274908316365,-0.04166666666666663
60,56,221,-1.2751482276575272,-0.039583333333333304
60,56,222,-1.2651889219481398,-0.03749999999999998
60,56,223,-1.2548891715289834,-0.03541666666666665
60,56,224,-1.243722893414985,-0.033333333333333326
60,56,225,-1.232095619282576,-0.03125
60,56,226,-1.2209787695650252,-0.029166666666666674
60,56,227,-1.2097418734785175,-0.027083333333333348
60,56,228,-1.199202099570254,-0.025000000000000022
60,56,229,-1.1887405420607626,-0.022916666666666696
60,56,230,-1.1775299844823555,-0.02083333333333337
60,56,231,-1.166112801221014,-0.018750000000000044
60,56,232,-1.1534207857845482,-0.01666666666666672
60,56,233,-1.1402612433024388,-0.014583333333333282
60,56,234,-1.1272607210851917,-0.012499999999999956
60,56,235,-1.11400832577667,-0.01041666666666663
60,56,236,-1.1018131299593141,-0.008333333333333304
60,56,237,-1.0896706973295776,-0.006249999999999978
60,56,238,-1.0772554904312772,-0.004166666666666652
60,56,239,-1.0647623132123811,-0.002083333333333326
60,56,240,-1.050731178301253,0.0
60,56,241,-1.0363005282405175,0.002083333333333437
